,content,votes,rating,movie_id,movie_name
14,大型！古装！数字！悬疑！电影！金童！玉女……都是槽点，看得真欢乐！说不定这是露天电影的观众喜闻乐见的，一个小孩看得头都不动，不过被老爸强行拽走了。重口味如我，会专拣评分巨低的电影看看，真是百味瓶！,0,还行,10355633,绝命藏宝图
15,可能不熟悉河南话的观众并看不出什么笑点，但作为中原腹地许昌地区的一个河南人，首先，这部电影里的河南话是我所看过的所有电影中最标准的，里边演员的状态一点不装，看过去就是真真，而不是演，所以，想学河南话的或想了解河南人的观众，可以把这部电影当做了解的“入口”，错不了的！,47,力荐,10416189,就是闹着玩的
16,河南话，不好听。,0,还行,10416189,就是闹着玩的
17,看得还挺欢乐的。,0,推荐,10416189,就是闹着玩的
18,狗尾续貂，毫无节操的续集，拍摄地居然换成了景区。农村呢？农民呢？,1,很差,10416189,就是闹着玩的
19,冲着岳云鹏看的，没想到还有于谦老师，可以的片子，可以在喜剧片不多的时候打打牙祭,4,还行,10416189,就是闹着玩的
20,油条酱真是奇葩的长相,0,较差,10430281,七个隆咚锵咚锵
21,一般,0,还行,10430281,七个隆咚锵咚锵
22,节操掉一地,0,很差,10430281,七个隆咚锵咚锵
23,不用脑看的~,0,还行,10430281,七个隆咚锵咚锵
24,河北话和河南话怎么听着这么像。。为了这方言~,0,还行,10430281,七个隆咚锵咚锵
25,适合给孩子看。。小小励志片,1,还行,10437802,武当少年 武當少年
26,哎，之前看过的，小男孩的演技还是挺好的，虽然结局蛮伤感，但过程很励志。,0,还行,10437802,武当少年 武當少年
27,小小台湾腔很可爱啊!,1,推荐,10437802,武当少年 武當少年
28,去过武当之后，看到和武当有关的电影都很喜欢，,1,推荐,10437802,武当少年 武當少年
29,女主小眼睛还挺好看的,0,还行,10437802,武当少年 武當少年
30,#影评#又吊丝又文艺，2012唯一读懂中国的院线电影。娄烨镜头语言秒杀其他上蹿下跳的同类。,578,推荐,10438426,浮城谜事
31,镜头感觉还是娄烨的，包括他最爱的晃动着的、带着情绪的镜头。果然是根据网贴改编的，情节相当奇情狗血，好像《故事会》的段子。也是由于这种狗血，让人很难进入影片的情绪。偏偏喜欢娄烨电影的第一步，就是要进入他的电影情绪里，有点遗憾了。,280,还行,10438426,浮城谜事
32,第一胎一定要生儿子！,208,还行,10438426,浮城谜事
33,一开场就是逼哥的《日》，之后配乐有几首沼泽，片尾直接一首《惊惶》，配乐太赞。娄烨的表达不再那么晦涩，这片子也不是像之前那些电影一样那么情绪化，不算失望，毕竟娄公子回来啦。206,198,力荐,10438426,浮城谜事
34,看到《浮城谜事》这部电影结尾的字幕，就像吃了一只苍蝇，这应该是广电强加上去的吧。虽然如此，还是很喜欢这部电影……,183,推荐,10438426,浮城谜事
35,有人怀疑这个电影的真实性，我可以明确的告诉你们，这个电影是根据黄军导演的真实故事拍的。他在广西的弟弟，已经三年没回过家了，电影里的大姐李华，应该演的是黄军自己。我爸爸认识里面的“李东”。,11,力荐,10441578,双胞胎
36,虽然烤鸭不断要求换台都怒了，我还是坚持看完。故事拍得挺真实，我还以为是真人真事呢。烤鸭想起他老爹当时也是这样伺候他爷爷，而其他兄弟压根甩手不理的往事。虽然我很希望最后能看到东方道德战胜了西方理论，但这才是事实。,2,推荐,10441578,双胞胎
37,这么脸谱化。不能这么吧。,0,较差,10441578,双胞胎
38,最近都在电影频道看电影，看完就不舒服唉,0,还行,10441578,双胞胎
39,尽管结局没有让坏人受到惩罚，但我仍然坚信好人有好报。就像从小接受的教育一样。,0,推荐,10441578,双胞胎
40,水军真用心,15,很差,10449536,北漂鱼
41,一星给突然冒出来的励志短片...,7,很差,10449536,北漂鱼
42,如果只是为了打动北漂的人，那这片子真的没有什么上院线的价值，不明白是如何上的。为朋友捧个场去看，总之觉得很粗糙。希望票房收本吧,4,较差,10449536,北漂鱼
43,无聊的国产片,0,很差,10449536,北漂鱼
44,既然那么辛苦，那又何必漂呢，想不穿啊。是不是导演百度一下不就都知道了,0,很差,10449536,北漂鱼
45,给五星的都是脑残，滚出豆瓣。,50,很差,10449555,热血街头
46,李四蛋耍帅卖萌力作,30,还行,10449555,热血街头
47,好难看，感觉不会再爱了,5,很差,10449555,热血街头
48,舞也不行,0,很差,10449555,热血街头
49,纪念一下平生唯一一次打酱油入镜。,4,还行,10449555,热血街头
50,左手慢镜抒情乐，右手三枪不差钱，风格比较跳。其实想法还行，就是执行太糙了。胡闹、业余、逻辑混乱、漏洞百出的东西。得了重感冒跑去看电影，看完感冒更重了。,205,很差,10453730,伤心童话
51,才看了回来 。。。好无聊的片子  奔着小清新去的。。现在是不是什么片子都说自己是小清新啊,130,很差,10453730,伤心童话
52,刘诗诗？你刷分……为了广大民众，我还是一星吧,127,很差,10453730,伤心童话
53,我不喜欢你，可我不知道怎么对你说，因为你又穿越时空了,83,较差,10453730,伤心童话
54,我一边看一边流眼泪啊。。。。。。。我的钱！,73,较差,10453730,伤心童话
55,"又是一部很好看的方言电影。大同话听起来很亲切。里边的台词也不错，“皇帝还有几门赖亲戚，何况咱老百姓”，""三穷四富活到老，七灾八难一辈子""“妈是啥，是给这个价遮风挡雨的瓦，是给这个家人撑起天地的梁”“人配衣裳马配鞍讨吃的靠着块半头砖“，监制还是耿彦波",1,推荐,10455631,塞外有家
56,老耿真日能,1,推荐,10455631,塞外有家
57,化妆技术敢不敢再差点。,0,还行,10455631,塞外有家
58,作为一个大同人，看到家乡拍出这样一部好电影真的很自豪！希望家乡的明天更美好！！,0,力荐,10455631,塞外有家
59,讲述我的家乡。果断支持。,0,力荐,10455631,塞外有家
60,快看上帝,0,很差,10458675,聊斋志异之桃花劫
61,人妖殊途。,0,较差,10458675,聊斋志异之桃花劫
62,人类已经不能阻止CCAV6了！,0,很差,10458675,聊斋志异之桃花劫
63,无法直视的妖怪和剧情,1,很差,10458675,聊斋志异之桃花劫
64,去你奶奶的大烂片!,0,很差,10458675,聊斋志异之桃花劫
65,故事结构非常完整而且出色，不过画功实在是潦草得让人愤慨啊，太过敷衍。甚至连主要角色的角色外型构造都非常值得再推敲。,0,较差,10460130,重返大海
66,重场戏不重，情绪得不到宣泄就转场了。以及将所谓生命教育掺进两条为实现理想的主线十分怪异，如《喜羊羊》对童心和剧作的理解完全无法和《猫和老鼠》相提并论，本片也无法承载《小鸡快跑》《进击的巨人》这样的主题，中餐馆的设定十分无趣。,0,还行,10460130,重返大海
67,烂片,5,较差,10460130,重返大海
68,根本就和 海底总动员不是一个故事  没看过的人 只是因为国产动画就嗤之以鼻 什么叫抄袭 你都没看过 有什么好讲的呢,22,力荐,10460130,重返大海
69,差劲啊,0,较差,10460130,重返大海
70,抛去逻辑混乱和各种硬伤，我可不可以说还挺好看的.......,14,还行,10461347,美人三嫁
71,5,0,较差,10461347,美人三嫁
72,剧情有点混乱，我还以为是电视剧，其实可以拍成电视剧，剧情什么的链接一下，还是不错的，就是结局有点悲,5,还行,10461347,美人三嫁
73,好像台湾小言的剧情，哈哈哈哈超级狗血，但是莫名上头。,2,还行,10461347,美人三嫁
74,五星童年 在王家坪炕上看的,0,力荐,10461347,美人三嫁
75,还真是喜剧，主角像尔康加分。,2,推荐,10464232,糖豆八部
76,还算是有意思~,0,还行,10464232,糖豆八部
77,电影频道最近拍的电影都挺有意思的,1,还行,10464232,糖豆八部
78,男主挺帅！,1,还行,10464232,糖豆八部
79,不抱希望就有惊喜。奥丽娅,0,推荐,10464232,糖豆八部
80,还行,0,还行,10465153,娱乐是个圈
81,低成本的片子 有些想法很好的 ,1,还行,10465153,娱乐是个圈
82,"总之,爱情是美好的.",0,还行,10465153,娱乐是个圈
83,影视美术老师推荐的，果真不差。,0,力荐,10465153,娱乐是个圈
84,又认真地看了遍这片子，其实还不错，把身边的小人小事以及娱乐圈的各种潜规则刻画出来。(本人不小心在里面客串了个角色，在CCTV6亮相了 =.= ),3,推荐,10465153,娱乐是个圈
85,男主挺帅的。就是前男友分开的理由太震撼，结局太雷人了。小学光荣榜的照片，我勒个去~,0,还行,10466281,闪婚总动员
86,看完这部电影，我觉得我可以去当编剧了。。。这故事是《故事会》上扒下来的吧，给人稿费了吗？,0,还行,10466281,闪婚总动员
87,猜到剧情的片子，不过还能愿意看完，便尚可。,0,还行,10466281,闪婚总动员
88,平平淡淡的一个故事，还不错，男主成熟的太早了吧，从小学一年级就知道暗恋学姐了,0,还行,10466281,闪婚总动员
89,CCTV6 都剩着吧 都给我留着,0,还行,10466281,闪婚总动员
90,CCAV6有时候也能出现个好片。,781,力荐,10467774,孙子从美国来
91,可爱的陕北老头！可爱的小成本,395,力荐,10467774,孙子从美国来
92,虽然完全是熟悉的套路，但最后还是忍不住大嚎哭。只要感情是真的，就算再俗，也能动人,241,推荐,10467774,孙子从美国来
93,这么好的片子，为什么不上电影院呢？我愿意花100块买票看！,231,力荐,10467774,孙子从美国来
94,小成本电影，意外的好看，不可否认有些地方有点粗糙，但整体还是不错的，爷孙俩的感情。里面还有皮影这项艺术，不错,64,推荐,10467774,孙子从美国来
95,给我推贱这个SB玩意干什么！！！！！！！！！！！当听摇滚的都是SB是么？,3,很差,10468706,盛糖乐队
96,在CCAV6看了之后实在不忍心上来标记然后就看到被豆娘推到我的首页了。这实在是让人蛋疼乳酸的一个电影好么。如果你没看过，恭喜你。PS一进这个电影页面发现好多人都是在CCAV6上面看的啊。。,5,较差,10468706,盛糖乐队
97,如果是电影学院拍的是…是可以的…缺点什么…,0,推荐,10468706,盛糖乐队
98,。。。,0,较差,10468706,盛糖乐队
99,有一颗星是因为最开始的那首歌。,0,还行,10468706,盛糖乐队
100,金家王朝的洗脑大作,43,很差,10478122,平壤之约 평양에서의 약속
101,在河蟹中完成猎奇，在猎奇中完成装逼，在装逼中完成洗脑，在洗脑中完成自慰，赞！没将军的客串，特别不满意！一直纳闷将军怎么还不把阿里郎的音像制品放出去贩卖啊，挣点儿外快呗！,22,很差,10478122,平壤之约 평양에서의 약속
102,阿里郎思密达！,1,很差,10478122,平壤之约 평양에서의 약속
103,呵呵。,10,很差,10478122,平壤之约 평양에서의 약속
104,竟然有点小吐槽，万幸没有出现金将军,2,较差,10478122,平壤之约 평양에서의 약속
105,这个电影不给五星对不起电影院里满场的观众和一句一句的我次奥,39,力荐,10478207,凶间雪山
106,国产loop片？而且貌似要说的话竟然还真有鬼魂？最好笑的地方是一脸冷酷的女二号上前关切的对女主说：“欣悦，你是脑子有问题了吧？”然后后面又说：“不愧是心理学专业的。”——这是很好的超展开。另外就是槽点不太多，不如《午夜心跳》，《等着你回来》等。但国产恐怖片的喜剧程度都在水准以上。,11,推荐,10478207,凶间雪山
107,1.26 2,2,较差,10478207,凶间雪山
108,"2013Jan22,PPTV下载",3,较差,10478207,凶间雪山
109,电影简介骗死人啦！！！,1,较差,10478207,凶间雪山
110,烂片一日游,0,很差,10478675,冷瞳
111,周秀娜演技真好！！！值1星！！,1,很差,10478675,冷瞳
112,张二老师你好,2,很差,10478675,冷瞳
113,洗你妈逼的钱,2,很差,10478675,冷瞳
114,MB的扯人家贞子干嘛，1星预定,5,很差,10478675,冷瞳
115,原本向工厂逆向进发还略带惊喜，但导演真不是拍电影的，旁白尤其多余，结构做成这样只能说是混乱以及创作的毫无头绪。如果做成多幕剧，或许还行。,2,很差,10480952,关于爱情和那些魔鬼
116,怪怪的，又没做到极致。,0,还行,10480952,关于爱情和那些魔鬼
117,简直不知所谓,0,很差,10480952,关于爱情和那些魔鬼
118,虽然心思不在电影上，可是这情节真的让人很。。。。蛋疼,0,较差,10480952,关于爱情和那些魔鬼
119,也可以叫做《我的每个故事里都有你》。,0,还行,10480952,关于爱情和那些魔鬼
120,整体有点伪文艺片的感觉，塞了很多世俗人觉得所谓文艺片应该有的元素。乱伦、堕胎、破碎的有问题的家庭的孩子、聋哑的孤独少女、等等。关键是没有拍出让观众感动的通感。也没有真正文艺的思维，很多情节太容易猜到了，比较程式。节奏不行，俩女孩应该早点碰面。梦那一段还不错。整体还行吧，一般。,34,还行,10480963,杨梅洲
121,中央美院的首映礼,5,推荐,10480963,杨梅洲
122,差点上5星。多位友邻看完《少女哪吒》后责令我看《杨梅洲》。我表示基本同意各位的意见。我最羡慕的是情节的编写，不仅丰富而且很好地服务于抒情要求，我觉得这是天赋。如果把《哪吒》的摄影移植到本片的话会更好。是不是我看的版本问题，声音怎么这么差。,4,推荐,10480963,杨梅洲
123,等了这么久。太失望了,1,还行,10480963,杨梅洲
124,意料之外，但还是不是我喜欢的类型。,2,还行,10480963,杨梅洲
125,看到杜海涛还有人去看么？,17,很差,10484009,绑架大明星
126,为什么没有负分？,12,很差,10484009,绑架大明星
127,拍成这样，你有资格抄袭别人的海报吗。,0,很差,10484009,绑架大明星
128,杜海涛的娘炮很假！,1,很差,10484009,绑架大明星
129,觉得只有这样水平的片子才适合电影频道……,1,很差,10484009,绑架大明星
130,演员不好,0,还行,10484039,简单的美丽
131,中国还有这么好的电影，感觉很欣慰,0,力荐,10484039,简单的美丽
132,总是被这样温馨剧情的电影感动，她其实一开始也有很多缺点，但是她总是做不到那么狠心，也总是希望靠自己的努力去为家人争取好的生活，简单的美丽，简单也会美丽吧,0,推荐,10484039,简单的美丽
133,"困境中妈妈的乐观,温情打动人心",0,推荐,10484039,简单的美丽
134,说的撒子嘛😑,0,还行,10484039,简单的美丽
135,这部电影告诉我们：遇到喜欢的人一定要表白，不怕你丑，万一她瞎呢。2014.8.25大连,13,较差,10487240,神通乡巴佬
136,有一段是王宝强和一姑娘玩游戏 类似于闯关节目中运送苹果，当时我就看吐了，不知道的还以为王宝强高潮了表情狰狞到让我寒毛耸立，忍无可忍豆瓣出0星吧这电影连一星都不配，,5,很差,10487240,神通乡巴佬
137,剧情模仿老套，曾志伟配音不好听，整体无味。,1,较差,10487240,神通乡巴佬
138,这电影拍给谁看，这个社会还有那么单纯的人吗？捐献眼角膜给个认识几天的盲人，剧情很无聊很无聊！,7,较差,10487240,神通乡巴佬
139,剧情狗血,2,较差,10487240,神通乡巴佬
140,算是合格吧,1,推荐,10491655,四戒
141,2012.08.01 我也希望大家历经不顺之后 善有善报恶有恶报  ps 做个怕老婆的煤老板真可怜,0,推荐,10491655,四戒
142,多线叙事，处处都有黑色幽默，演技很差，作为国产小成本可以了。,0,推荐,10491655,四戒
143,抄的再像也不过是抄疯狂的石头，上不了什么台面。,0,还行,10491655,四戒
144,还可以，小成本，几年前疯狂石头路线,3,还行,10491655,四戒
145,算是国产惊悚片里的上乘之作，梦中梦中梦的设计，不差；主要的吓人手段依然靠老套的一惊一乍，不新鲜。女主薛凯琪长得不错，演得一般，有点出戏。两星半。,33,较差,10508879,青魇
146,人气是另当别论，但私以为薛凯琪真的不会演戏。我这也算变相夸她了吧 ==,28,还行,10508879,青魇
147,其实这部是真的全都猜中了。,3,较差,10508879,青魇
148,不错的剧本，结局的几次反转有点小惊讶。,2,还行,10508879,青魇
149,恐怖片想拍出经典很难……这片比之前一大批一星恐怖片【魅妆、半夜不要照镜子、笔仙惊魂等等】强些…………强在节奏控制的比较好吧，长度也把握的不错。,2,较差,10508879,青魇
150,《匹夫》《黄金大劫案》两场连连看，在同一个厅，同一个座位上，从六点到十点多钟，亮瞎我的眼睛了。两部电影都有一个穿水手服的女孩，萌啊，喜欢；两个片子都一个神经病，一个是郎中包小柏老师，一个是飞镖十三郎郭涛老师，也喜欢；其他的不吐槽了，让年轻导演赚点钱吧。祝您关爱国片，一生平安。,67,还行,10508901,匹夫
151,一看编剧是谁，我才明白，难怪很多剧设元素都那么似曾相似，但杂糅到一起还是有点奇怪，再加上一个风格化的导演，于是剧本的先天体弱更是被凸显放大，不都整天喊着要讲故事吗？这是一部造型“摄影”，您不是在“看电影”，而是“看摄影”。当你技术上不如好莱坞，还是扎扎实实讲故事吧！★★,55,较差,10508901,匹夫
152,比《黄金》强，比想象的好，给三分的人不厚道。黄二教主脖子依旧杀气冲天，把方有望给拖下去了，考虑到他是投资人之一也理解导演的难处，给四分。地道长镜有层次，没觉得模仿子弹，那些说像的人，是不是只看过一部民国匪帮片啊？？,98,推荐,10508901,匹夫
153,影片混搭了西部风、黑色幽默、超现实色彩还大玩煽情，新意十足但故事却没讲好！叙事稍显混乱，整体感觉就像过家家，导致悲情处好似挠痒痒，不能深入人心。黄晓明太不适合演匪帮老大，包小柏献出了人生中最颠覆的一次演出！影片原声音乐、美术设计和曹郁的摄影堪称近些年最好！为影片大大加分！ ！,72,还行,10508901,匹夫
154,匹夫有病——让子弹飞后遗症。,14,较差,10508901,匹夫
155,画面一直黑了八黢的= =,0,较差,10514806,查无此人
156,国产片中难得的惊悚悬疑类电影，但是对于一些大家熟悉的有名电影模仿痕迹好重。,0,还行,10514806,查无此人
157,类型片的通病，没有线索时间到了即刻真相大白，只有悬念却没有解开悬念的方式。故事整体过得去，只是一些线索都太直白编剧上欠功力。调色太过灰暗，整体压抑。,0,较差,10514806,查无此人
158,一个人在电影院看吓死爹了！！！国产里算好的了。,8,推荐,10514806,查无此人
159,做的那是太明显了！,0,较差,10514806,查无此人
160,“北宋年间，因家道沦落而流落边疆的段景柱懂马语、擅驯马、马术极高。他与经营马场的三娘熟识，三娘原本是富户的妻子，丈夫去世成了寡妇，家里的大半家业都被曾家霸占，独有一个马场经营维持生计。曾家老大曾涂还时常过来调戏三娘，为了生存三娘不得不和曾涂保持一定的暧昧关系，其实她真正喜欢的是段景柱；段景柱为了三娘不再受到曾涂的欺负，决定潜入曾府盗取绝世宝马“玉狮子”。谁曾想，潜入曾府后巧遇梁山派来打探消息的时迁...,1,很差,10521637,金毛犬段景柱
161,和电视剧比算可以的了。,1,较差,10521637,金毛犬段景柱
162,什么时候那个让我把持不住春心荡漾血脉贲张无法自拔走火入魔的天英星小李广花荣哥哥变成了盗马贼混混流氓腊肠狗段景柱了？名列前茅变倒数第一，英雄变强盗，美人变腊肠，果真是戏子无情演员吃饭啊！,4,很差,10521637,金毛犬段景柱
163,中规中矩的一部，虽然给好汉加个女朋友已经是标配剧本了，但总感觉这部里莫名缠绵……几个出戏的点:1.女主叫马三娘，虽然真的挺符合这个剧本人设的，但是《虹猫蓝兔七侠传》影响实在太深远了；2.段景住的王家卫式台词，这可能是让人感觉过度缠绵的原因，特别是那一段分别戏，什么指尖你的味道却是冰凉什么的，可能是为了塑造儒将形象，也可能是为了水时间；3.女主管段景住叫“金毛”，这再怎么叫也别叫绰号前两字啊，真就成...,1,还行,10521637,金毛犬段景柱
164,居文沛,0,较差,10521637,金毛犬段景柱
165,大家不要对公益电影太过挑剔了好不好...,0,还行,10521681,横山号
166,恰如其粪的献礼片，感动得我哇哇大吐。,6,很差,10521681,横山号
167,学校组织…,0,还行,10521681,横山号
168,演技太差,0,较差,10521681,横山号
169,其中传递的大爱精神，身为医学生的我给你两颗星。人物表现和故事梗概上，因为国产的水准众所周知我就不吐槽了。但是现实社会的医学生的精神世界，我觉得和这部电影所传递出来的还是有点gap的。,0,较差,10521681,横山号
170,同样是生活在美国 没有共鸣,1,较差,10526645,家庭计划
171,留学生活至此，我以为我已经懒得再跟祥林嫂一样絮絮叨叨的述说异乡生活的喜怒哀乐了，看完这部电影后我却想扎扎实实的喊一声，这他妈的就是我们的生活。我会想大概这部片子是每个留学生都会找到自己影子的地方。片子采用手持拍摄，不得不说拍摄质量相对于大片显得粗糙，但这也是让人感到分外真实的原因,7,力荐,10526645,家庭计划
172,temple uni MFA的一个学生的片， 独立DV范很强，挺像纪录片，感觉也没啥电影的镜头语言，但是又很流畅，男演员表演的不错，层层的tension构建得也很好，但整体感觉可能就是个猎奇感和同样留过学的经历支撑我看完吧。。。,0,还行,10526645,家庭计划
173,给人留下很深印象的独立电影。,1,推荐,10526645,家庭计划
174,非常好的电影，以基于生活并高于生活的手法，深刻表达了国外留学生的所遭受的生活压力，情感描写细腻，本人强烈推荐！,4,力荐,10526645,家庭计划
175,混蛋，不是说好了“隔江而治”的嘛！,154,很差,10527199,渡江！渡江！
176,“对面就是国民党反动政府的首都南京” 听到这句台词我果断一星！真是贼喊捉贼，现在拍电影的人把脸都不要了？,73,很差,10527199,渡江！渡江！
177,好讨厌这种题材的片子！,37,很差,10527199,渡江！渡江！
178,彻彻底底的悲剧啊,23,很差,10527199,渡江！渡江！
179,你们不要把分打得这么低好不好？！,6,很差,10527199,渡江！渡江！
180,大S的演技和那狰狞的表情……出门别带那么多现金啊。,65,较差,10527288,百万巨鳄
181,超越脑残界巅峰的旷世奇观！,72,很差,10527288,百万巨鳄
182,故事对付，配乐乱来，还有大S夸张的表演。最要命的是，这片甭说惊悚，连点紧张感都没有，看得无聊的要命。而且由于对鳄鱼的态度过于暧昧，更削弱了影片的紧张感。只有林雪和方青卓的表演算看点吧。,42,较差,10527288,百万巨鳄
183,"鳄鱼乐园主光头刘（石兆琪 饰）因没钱给它买肉吃，把鳄鱼阿毛卖了。没想到买阿毛的是开鳄鱼餐厅的赵大嘴（林雪 饰）。餐厅师傅砍杀死阿毛前，它怒了，挣脱了绳索。它跑了！
笑死我了，这简介谁写的？小学生作文吗哈哈哈哈",34,较差,10527288,百万巨鳄
184,特技还不错！！！,2,较差,10527288,百万巨鳄
185,颜丙燕可以得奥斯卡了。,6378,力荐,10537853,万箭穿心
186,中了万箭穿心的命 也要抱着万丈光芒的心,3490,力荐,10537853,万箭穿心
187,用崔永元的话是：这样的电影不去看，那真是万箭穿心了,2199,力荐,10537853,万箭穿心
188,看完《万箭穿心》心情五味杂陈。真实不造作的剧情和导演的用心，是今年看到的最好最感人的国产电影。当男人不爱他的妻子的时候，她哭闹是错，笑也是错。万箭穿心的时候惩罚别人总是最痛快的，可生活也会让你付出代价。所以人啊还是得学着放过自己，多过一天高兴的日子都是赚到的。,2034,力荐,10537853,万箭穿心
189,1. 2012华语片最佳 2. 大气、沧桑、释然 3. 以封建迷信外化人物命运与情绪，或许这就是所谓“feng shui(风水)，英文片名点缀的刚刚好” 4. 颜丙艳让人刮目、电影看完都不敢相信这女人就是她演的 5. 有时候我一想到这个问题就会吓自己一跳：孩子好久没叫我“妈”了 6. 国配版删了10分钟 7. 什么万箭穿心，我就不信邪，我看这是万丈光芒 8. 谈感情，太伤钱了 9. 要过的细啊！,1183,力荐,10537853,万箭穿心
190,北京跤，蒙古跤这些技法都没讲太多，很可惜。。看看最终兵器弓对传统作战的一些展示和包装。卜恩富卜6爷诶，又弄成抗日奇侠了。,0,较差,10537987,宗师卜六
191,还可以,0,较差,10537987,宗师卜六
192,翻版陈真,0,较差,10537987,宗师卜六
193,“跌倒不丢人，跌倒爬不起来才丢人……”,0,还行,10537987,宗师卜六
194,这种片子有一种中国遍地是陈真的感觉，抗日战争打八年估计是故意给日本留面子，大家都是东亚的，做人留一线以后好见面。,2,较差,10537987,宗师卜六
195,更像是一个广告合集，各种毫不掩饰的、刻意的广告植入，58同城、每益添、微信、诺基亚等等，恶劣且直白得令人发指。剔除广告之后，你会发现故事本身非常胡闹，表演与剧情都无聊且拙劣。,418,很差,10539139,HOLD住爱
196,我真不想承认我中过这个大奖。。。,65,很差,10539139,HOLD住爱
197,我真心不是来黑杨幂的但是这他妈到底是什么玩意儿啊！！！！,74,很差,10539139,HOLD住爱
198,没有语言能评价这个女人，到底是出名了。就是低俗得靠露出名了,54,很差,10539139,HOLD住爱
199,最烦上纲上线的了，你有讨厌一姐的权利就不能剥夺别人讨厌你哈的星的权利。讨厌你中意的就都是一姐粉，谁给你下定义的权利了？脑子都进水了。怎么不先大胆承认自己mimi粉的真相？都尼玛是烂片谁比谁高贵了？,20,很差,10539139,HOLD住爱
200,怎么发哥自从拍了让子弹飞 感觉演啥都是黄四郎。。,858,还行,10540066,大上海
201,搁在录像厅时代这就是经典，可惜时过境迁，现在观众从中只能看到各种俗套和狗血。不过，王晶能够把这么多俗套狗血完整有机地拼凑浓缩在一部片中，而且还打理的有条不紊风格统一并无太多牵强生硬之感，这就很令人佩服且值得很多导演学习了。PS：给这片打1星的似乎只有两种人：黑色水军和高贵冷艳逼。,465,还行,10540066,大上海
202,成大器去上海二十多年，长高了不少啊！一开始比林坏矮一截，二十多年之后，跟林坏一样高了。看来在上海吃的不错，又发育了。,375,还行,10540066,大上海
203,今年唯一一部中国式大片，时代正剧的外壳包装港味十足的黑帮大佬故事。气场强烈、制作精良，有着很多经典的影子，而且通俗好看，非常过瘾，有小缺点，但是瑕不掩瑜。,145,推荐,10540066,大上海
204,今天才看的提前首映，值得一看。吴镇宇的演技是闪光点。,96,推荐,10540066,大上海
205,在内地拍恐怖片是极大的犯罪。,58,很差,10543682,怖偶
206,中国大陆和恐怖根本不能兼得,62,很差,10543682,怖偶
207,1星给小彩旗她阿姨,7,很差,10543682,怖偶
208,小彩旗为什么不转圈呢2.比这种低级模仿好,4,很差,10543682,怖偶
209,你居然叫你的女儿zippo。。。。。。,5,很差,10543682,怖偶
210,正如网友调侃的“被嫌弃的萧红的一生”，电影本身在遭受同样的命运。无聊、睡着，看不懂，类似声音一直充斥在周围。昨天自己去看，却发现电影在风格手法上的主观前卫与内容上的客观平和间找到一个绝佳的平衡点。不禁感慨，有些电影，你只配错过。为什么有些人不懂什么，首先想到的不是自己的无知呢？,4101,力荐,10545939,黄金时代
211,陌生化的尝试在现阶段的中国电影中是非常少见的，对于刚刚培养起来的院线观众而言，必定是过于先锋了。这就好像撑杆跳一样，有一个人成绩一直是两米，他跳过了两米就可以拿第一，可是他挑战两米二，失败了，于是等于没成绩，这跟那些永远跳不过两米的人是不可一概而论的。电影需要探索，而探索有风险。,2074,推荐,10545939,黄金时代
